40698.0	41918.0	41476.0	
41310.0	43750.0	42727.0	
41922.0	45581.0	43977.0	
42534.0	47413.0	45228.0	
43146.0	49245.0	46479.0	
43758.0	51077.0	47730.0	
44370.0	52909.0	48981.0	
44982.0	54740.0	50232.0	
45594.0	56572.0	51482.0	
46205.0	58404.0	52733.0	
46817.0	60236.0	53984.0	
47429.0	62068.0	55235.0	
48041.0	63900.0	56486.0	
48653.0	65731.0	57736.0	
49265.0	67563.0	58987.0	
49877.0	69395.0	60238.0	
50489.0	71227.0	61489.0	
51101.0	73059.0	62740.0	
51713.0	74890.0	63990.0	
52325.0	76722.0	65241.0	
52936.0	78554.0	66492.0	
53548.0	80386.0	67743.0	
54160.0	82218.0	68994.0	
54772.0	84049.0	70244.0	
55384.0	85881.0	71495.0	
55996.0	87713.0	72746.0	
56608.0	89545.0	73997.0	
57220.0	91377.0	75248.0	
57832.0	93208.0	76498.0	
58444.0	95040.0	77749.0	
59055.0	96872.0	79000.0	
59667.0	98704.0	80251.0	
60452.0	100536.0	81502.0	
62284.0	102368.0	82752.0	
64116.0	104199.0	84003.0	
65947.0	106031.0	85254.0	
67779.0	107863.0	86505.0	
69611.0	109695.0	87756.0	
71443.0	111527.0	89006.0	
73275.0	113358.0	90257.0	
75107.0	115190.0	91508.0	
76938.0	117022.0	92759.0	
78770.0	118854.0	94010.0	
80602.0	120686.0	95260.0	
82434.0	122517.0	96511.0	
84266.0	124349.0	97762.0	
86097.0	126181.0	99013.0	
87929.0	128013.0	100264.0	
89761.0	129845.0	101514.0	
91593.0	131676.0	102765.0	
93425.0	133508.0	104016.0	
95256.0	135340.0	105267.0	
97088.0	137172.0	106518.0	
98920.0	139004.0	107769.0	
100752.0	140836.0	109019.0	
102584.0	142667.0	110270.0	
104415.0	144499.0	111521.0	
106247.0	146331.0	112772.0	
108079.0	148163.0	114023.0	
109911.0	149995.0	115273.0	
111743.0	151826.0	116524.0	
113575.0	153658.0	117775.0	
115406.0	155490.0	119026.0	
117238.0	157322.0	120277.0	
119070.0	159154.0	121527.0	
120902.0	160985.0	122913.0	
122734.0	162817.0	124745.0	
124565.0	164649.0	126577.0	
126397.0	166481.0	128408.0	
128229.0	168313.0	130240.0	
130061.0	170144.0	132072.0	
131893.0	171976.0	133904.0	
133724.0	173808.0	135736.0	
135556.0	175640.0	137567.0	
137388.0	177472.0	139399.0	
139220.0	179304.0	141231.0	
141052.0	181135.0	143063.0	
142883.0	182967.0	144895.0	
144715.0	184799.0	146726.0	
146547.0	186631.0	148558.0	
148379.0	188463.0	150390.0	
150211.0	190294.0	152222.0	
152043.0	192126.0	154054.0	
153874.0	193958.0	155885.0	
155706.0	195790.0	157717.0	
157538.0	197622.0	159549.0	
159370.0	199453.0	161381.0	
161202.0	201285.0	163213.0	
163033.0	203117.0	165045.0	
164865.0	204949.0	166876.0	
166697.0	206781.0	168708.0	
168529.0	208612.0	170540.0	
170361.0	210444.0	172372.0	
172192.0	212276.0	174204.0	
174024.0	214108.0	176035.0	
175856.0	215940.0	177867.0	
177688.0	217771.0	179699.0	
179520.0	219603.0	181531.0	
181351.0	221435.0	183363.0	
