15548.0	15670.0	15612.0	
15610.0	15854.0	15736.0	
15671.0	16037.0	15861.0	
15732.0	16220.0	15985.0	
15793.0	16403.0	16110.0	
15854.0	16586.0	16234.0	
15916.0	16769.0	16358.0	
15977.0	16953.0	16483.0	
16038.0	17136.0	16607.0	
16099.0	17319.0	16732.0	
16160.0	17502.0	16856.0	
16221.0	17685.0	16981.0	
16283.0	17869.0	17105.0	
16344.0	18052.0	17230.0	
16405.0	18235.0	17354.0	
16466.0	18418.0	17479.0	
16527.0	18601.0	17603.0	
16589.0	18784.0	17728.0	
16650.0	18968.0	17852.0	
16711.0	19151.0	17977.0	
16772.0	19334.0	18101.0	
16833.0	19517.0	18226.0	
16895.0	19700.0	18350.0	
16956.0	19884.0	18474.0	
17017.0	20067.0	18599.0	
17078.0	20250.0	18723.0	
17139.0	20433.0	18848.0	
17201.0	20616.0	18972.0	
17262.0	20799.0	19097.0	
17323.0	20983.0	19221.0	
17384.0	21166.0	19346.0	
17445.0	21349.0	19470.0	
17506.0	21532.0	19595.0	
17568.0	21715.0	19719.0	
17629.0	21899.0	19844.0	
17690.0	22082.0	19968.0	
17751.0	22265.0	20093.0	
17812.0	22448.0	20217.0	
17874.0	22631.0	20341.0	
17935.0	22814.0	20466.0	
17996.0	22998.0	20590.0	
18057.0	23181.0	20715.0	
18118.0	23364.0	20839.0	
18180.0	23547.0	20964.0	
18241.0	23730.0	21088.0	
18302.0	23914.0	21213.0	
18363.0	24097.0	21337.0	
18424.0	24280.0	21462.0	
18486.0	24463.0	21586.0	
18547.0	24646.0	21711.0	
18608.0	24829.0	21835.0	
18669.0	25013.0	21960.0	
18730.0	25196.0	22084.0	
18792.0	25379.0	22209.0	
18853.0	25562.0	22333.0	
18914.0	25745.0	22457.0	
18975.0	25929.0	22582.0	
19036.0	26112.0	22706.0	
19097.0	26295.0	22831.0	
19159.0	26478.0	22955.0	
19220.0	26661.0	23080.0	
19281.0	26844.0	23204.0	
19342.0	27028.0	23329.0	
19403.0	27211.0	23453.0	
19465.0	27394.0	23578.0	
19526.0	27577.0	23702.0	
19587.0	27760.0	23827.0	
19648.0	27944.0	23951.0	
19709.0	28127.0	24076.0	
19771.0	28310.0	24200.0	
19832.0	28493.0	24325.0	
19893.0	28676.0	24449.0	
19954.0	28859.0	24573.0	
20015.0	29043.0	24698.0	
20077.0	29226.0	24822.0	
20138.0	29409.0	24947.0	
20199.0	29592.0	25071.0	
20260.0	29775.0	25196.0	
20321.0	29958.0	25320.0	
20382.0	30142.0	25445.0	
20444.0	30325.0	25569.0	
20505.0	30508.0	25694.0	
20566.0	30691.0	25818.0	
20627.0	30874.0	25943.0	
20688.0	31058.0	26067.0	
20750.0	31241.0	26192.0	
20811.0	31424.0	26316.0	
20872.0	31607.0	26440.0	
20933.0	31790.0	26565.0	
20994.0	31974.0	26689.0	
21056.0	32157.0	26814.0	
21117.0	32340.0	26938.0	
21178.0	32523.0	27063.0	
21239.0	32706.0	27187.0	
21300.0	32889.0	27312.0	
21362.0	33073.0	27436.0	
21423.0	33256.0	27561.0	
21484.0	33439.0	27685.0	
21545.0	33622.0	27810.0	
21606.0	33805.0	27934.0	
