LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 51.32028191072827, 12.830070477682067, 51.32028191072827, 5.2082969085273785, 2.603941513032422, 256.0,
